primary_label,secondary_labels,filename,collection,rating,scientific_name,common_name,animal_class,duration_in_seconds
41663,[''],41663/iNat860055.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,11.6266875
52884,[''],52884/CSA36342.ogg,CSA,0.0,Gryllidae,True Crickets,Insecta,124.09865625
41663,[''],41663/iNat1240391.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,46.98528125
41663,[''],41663/iNat70154.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,41.6101875
banana,[''],banana/iNat33115.ogg,iNat,0.0,Coereba flaveola,Bananaquit,Aves,16.32
42007,[''],42007/iNat464817.ogg,iNat,0.0,Puma concolor,Mountain Lion,Mammalia,27.387
715170,[''],715170/CSA35808.ogg,CSA,0.0,Copris susanae,Copris susanae,Insecta,92.546125
amekes,[''],amekes/iNat421791.ogg,iNat,0.0,Falco sparverius,American Kestrel,Aves,24.288
50186,[''],50186/CSA35149.ogg,CSA,0.0,Cicadidae,Typical Cicadas,Insecta,214.4844375
566513,[''],566513/iNat561526.ogg,iNat,0.0,Alouatta seniculus,Colombian Red Howler Monkey,Mammalia,15.20909375
715170,[''],715170/CSA34511.ogg,CSA,0.0,Copris susanae,Copris susanae,Insecta,90.0505625
52884,[''],52884/CSA35537.ogg,CSA,0.0,Gryllidae,True Crickets,Insecta,43.0691875
21211,[''],21211/XC896840.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,8.68815625
52884,[''],52884/CSA18801.ogg,CSA,0.0,Gryllidae,True Crickets,Insecta,578.0620625
21211,[''],21211/XC928709.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,7.038
50186,[''],50186/CSA18916.ogg,CSA,0.0,Cicadidae,Typical Cicadas,Insecta,71.49290625
52884,[''],52884/CSA35124.ogg,CSA,0.0,Gryllidae,True Crickets,Insecta,273.94859375
amakin1,[''],amakin1/XC257911.ogg,XC,4.0,Chloroceryle amazona,Amazon Kingfisher,Aves,7.96734375
22333,[''],22333/iNat255294.ogg,iNat,0.0,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia,19.584
50186,[''],50186/CSA35128.ogg,CSA,0.0,Cicadidae,Typical Cicadas,Insecta,230.43021875
48124,[''],48124/CSA18795.ogg,CSA,0.0,Tettigoniidae,Katydids,Insecta,132.13503125
52884,[''],52884/CSA35125.ogg,CSA,0.0,Gryllidae,True Crickets,Insecta,172.85690625
517119,[''],517119/iNat664719.ogg,iNat,0.0,Rhinella horribilis,Giant Toad,Amphibia,40.54203125
566513,[''],566513/iNat469763.ogg,iNat,0.0,Alouatta seniculus,Colombian Red Howler Monkey,Mammalia,17.1595625
41663,[''],41663/iNat1105534.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,23.424
50186,[''],50186/CSA35146.ogg,CSA,0.0,Cicadidae,Typical Cicadas,Insecta,277.55934375
banana,[''],banana/XC303796.ogg,XC,3.0,Coereba flaveola,Bananaquit,Aves,31.5036875
517119,[''],517119/iNat341728.ogg,iNat,0.0,Rhinella horribilis,Giant Toad,Amphibia,32.78934375
42007,[''],42007/iNat1167292.ogg,iNat,0.0,Puma concolor,Mountain Lion,Mammalia,13.61065625
anhing,[''],anhing/XC217748.ogg,XC,4.0,Anhinga anhinga,Anhinga,Aves,10.104
517119,[''],517119/iNat302475.ogg,iNat,0.0,Rhinella horribilis,Giant Toad,Amphibia,7.31428125
52884,[''],52884/CSA06195.ogg,CSA,0.0,Gryllidae,True Crickets,Insecta,101.58540625
41663,[''],41663/iNat679506.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,19.968
22973,[''],22973/iNat348440.ogg,iNat,0.0,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,41.7495
banana,[''],banana/iNat339877.ogg,iNat,0.0,Coereba flaveola,Bananaquit,Aves,17.998375
banana,[''],banana/XC120824.ogg,XC,5.0,Coereba flaveola,Bananaquit,Aves,15.9346875
41663,[''],41663/iNat290712.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,42.30678125
52884,[''],52884/CSA34329.ogg,CSA,0.0,Gryllidae,True Crickets,Insecta,61.89265625
517119,[''],517119/iNat1006335.ogg,iNat,0.0,Rhinella horribilis,Giant Toad,Amphibia,16.55584375
22333,[''],22333/iNat1008712.ogg,iNat,0.0,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia,13.76
amakin1,[''],amakin1/iNat515631.ogg,iNat,0.0,Chloroceryle amazona,Amazon Kingfisher,Aves,15.096
amekes,[''],amekes/iNat1215703.ogg,iNat,0.0,Falco sparverius,American Kestrel,Aves,43.56065625
517119,[''],517119/iNat142111.ogg,iNat,0.0,Rhinella horribilis,Giant Toad,Amphibia,9.23053125
41663,[''],41663/iNat52175.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,8.81675
52884,[''],52884/CSA35592.ogg,CSA,0.0,Gryllidae,True Crickets,Insecta,189.816125
21211,[''],21211/XC920873.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,9.48021875
amekes,[''],amekes/XC466164.ogg,XC,4.0,Falco sparverius,American Kestrel,Aves,6.73959375
41970,[''],41970/XC564885.ogg,XC,1.0,Panthera onca,Jaguar,Mammalia,17.08409375
amekes,[''],amekes/iNat353632.ogg,iNat,0.0,Falco sparverius,American Kestrel,Aves,5.82821875
amekes,[''],amekes/iNat750103.ogg,iNat,0.0,Falco sparverius,American Kestrel,Aves,13.67509375
41663,[''],41663/iNat1158378.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,60.488
amakin1,[''],amakin1/iNat472610.ogg,iNat,0.0,Chloroceryle amazona,Amazon Kingfisher,Aves,74.8379375
50186,[''],50186/CSA34428.ogg,CSA,0.0,Cicadidae,Typical Cicadas,Insecta,60.8080625
566513,[''],566513/iNat879932.ogg,iNat,0.0,Alouatta seniculus,Colombian Red Howler Monkey,Mammalia,72.216
517119,[''],517119/iNat838832.ogg,iNat,0.0,Rhinella horribilis,Giant Toad,Amphibia,7.17496875
41663,[''],41663/iNat722167.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,12.74778125
amakin1,[''],amakin1/XC257912.ogg,XC,3.0,Chloroceryle amazona,Amazon Kingfisher,Aves,9.4824375
anhing,[''],anhing/iNat531684.ogg,iNat,0.0,Anhinga anhinga,Anhinga,Aves,18.57596875
anhing,[''],anhing/XC898754.ogg,XC,5.0,Anhinga anhinga,Anhinga,Aves,31.63265625
anhing,[''],anhing/iNat335092.ogg,iNat,0.0,Anhinga anhinga,Anhinga,Aves,42.40903125
amakin1,[''],amakin1/XC332256.ogg,XC,5.0,Chloroceryle amazona,Amazon Kingfisher,Aves,10.08325
amekes,[''],amekes/iNat209301.ogg,iNat,0.0,Falco sparverius,American Kestrel,Aves,14.872375
715170,[''],715170/CSA35800.ogg,CSA,0.0,Copris susanae,Copris susanae,Insecta,94.26540625
amekes,[''],amekes/XC731128.ogg,XC,3.0,Falco sparverius,American Kestrel,Aves,14.592
42007,[''],42007/iNat968957.ogg,iNat,0.0,Puma concolor,Mountain Lion,Mammalia,7.5929375
42007,[''],42007/iNat1241987.ogg,iNat,0.0,Puma concolor,Mountain Lion,Mammalia,8.8468125
22333,[''],22333/iNat575727.ogg,iNat,0.0,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Amphibia,10.17034375
715170,[''],715170/CSA34510.ogg,CSA,0.0,Copris susanae,Copris susanae,Insecta,124.41890625
48124,[''],48124/CSA35185.ogg,CSA,0.0,Tettigoniidae,Katydids,Insecta,120.80021875
amakin1,[''],amakin1/XC618025.ogg,XC,4.0,Chloroceryle amazona,Amazon Kingfisher,Aves,15.216
21211,[''],21211/XC928714.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,6.60978125
amakin1,[''],amakin1/XC197461.ogg,XC,3.0,Chloroceryle amazona,Amazon Kingfisher,Aves,14.28896875
22973,[''],22973/iNat839779.ogg,iNat,0.0,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,25.984
22973,[''],22973/iNat348132.ogg,iNat,0.0,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,61.13815625
715170,[''],715170/CSA35804.ogg,CSA,0.0,Copris susanae,Copris susanae,Insecta,87.70109375
amakin1,[''],amakin1/XC618023.ogg,XC,4.0,Chloroceryle amazona,Amazon Kingfisher,Aves,77.808
22973,[''],22973/iNat576552.ogg,iNat,0.0,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,25.27490625
41663,[''],41663/iNat709210.ogg,iNat,0.0,Procyon lotor,Common Raccoon,Mammalia,46.39159375
banana,[''],banana/iNat615010.ogg,iNat,0.0,Coereba flaveola,Bananaquit,Aves,8.24309375
banana,[''],banana/XC118590.ogg,XC,5.0,Coereba flaveola,Bananaquit,Aves,17.00571875
42007,[''],42007/iNat500217.ogg,iNat,0.0,Puma concolor,Mountain Lion,Mammalia,135.63734375
22973,[''],22973/iNat1243033.ogg,iNat,0.0,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,12.58496875
42007,[''],42007/iNat606215.ogg,iNat,0.0,Puma concolor,Mountain Lion,Mammalia,6.848
anhing,[''],anhing/XC898190.ogg,XC,4.0,Anhinga anhinga,Anhinga,Aves,32.5284375
amekes,[''],amekes/iNat1074415.ogg,iNat,0.0,Falco sparverius,American Kestrel,Aves,22.35734375
banana,[''],banana/iNat770503.ogg,iNat,0.0,Coereba flaveola,Bananaquit,Aves,10.64
